韻	字	簡化字	推導音	校正音	註
in	𦺸		lin4		
in	𧖔		lin4		
in	𧯷		jin3		
in	𧶆		lin4		
in	𧸈		bin4		
in	𧼒		qin3		
in	𧼒		qin4		
in	𨋙		yin4		
in	𨍌		min3		
in	𨏈		yin3		
in	𨏵		min3		
in	𨷚		pin4		
in	𩂥		yin4		
in	𩔝		qin4		
in	𩕔		lin3		
in	𩕔		lin4		
in	𩖄		qin3		
in	𪏴		jin3		
in	𪔰		yin4		
in	𪙤		yin3		
un	巛		kun1		
un	屯		zhun1		
un	吞		tun1		
un	村		cun1		
un	迍		zhun1		
un	㢯		dun1		
un	坤		kun1		
un	昆		gun1		
un	昏		hun1		
un	杶		chun1		
un	肫		zhun1		
un	春		chun1		
un	昷		wun1		
un	窀		zhun1		
un	䡅		chun1		
un	孫	孙	sun1		
un	涒		tun1		
un	婚		hun1		
un	崐		gun1		
un	弴		dun1		
un	惃		gun1		
un	惇	敦	dun1		
un	惇	敦	zhun1		
un	惛		hun1		
un	晜		gun1		
un	猑		gun1		
un	菎		gun1		
un	訰		zhun1		
un	㡒		zhun1		
un	㡓		gun1		
un	䖵		gun1		
un	尊		zun1		
un	敦		dun1		
un	棔		hun1		
un	殙		hun1		
un	温		wun1		
un	琨		gun1		
un	飧		sun1		
un	搎		sun1		
un	椿		chun1		
un	楯		chun1		
un	殟		wun1		
un	溫	温	wun1		
un	猻	狲	sun1		
un	瑃		chun1		
un	蓀	荪	sun1		
un	豤		kun1		
un	髡		kun1		
un	瘟		wun1		
un	蜫		gun1		
un	褌		gun1		
un	㼔		wun1		
un	噋		tun1		
un	墩		dun1		
un	嶟		zun1		
un	瑻		gun1		
un	緼		wun1		
un	蕰		wun1		
un	蕵		sun1		
un	諄	谆	zhun1		
un	噸	吨	dun1		
un	暾		tun1		
un	樽		zun1		
un	燉	炖	tun1		
un	豱		wun1		
un	輴		chun1		
un	輼		wun1		
un	錕	锟	gun1		
un	閽	阍	hun1		
un	鴛	鸳	wun1		
un	黗		tun1		
un	礅		dun1		
un	櫄		chun1		
un	繜		zun1		
un	罇		zun1		
un	臗		kun1		
un	韞	韫	wun1		
un	騉		gun1		
un	鯤	鲲	gun1		
un	鵾		gun1		
un	鶞		chun1		
un	鶤		gun1		
un	驐		dun1		
un	髖	髋	kun1		
un	㱎		gun1		
un	𢃭		gun1		
un	𣣏		hun1		
un	𤭞		dun1		
un	𥁕		wun1		
un	𥇜		zhun1		
un	𥊽		gun1		
un	𧑒		tun1		
un	𨜵		wun1		
un	𩒱		kun1		
un	𩥈		wun1		
un	𪉸		wun1		
un	𪋆		gun1		
un	𪏆		tun1		
un	屯		tun2		
un	文		wun2		
un	存		cun2		
un	邨		tun2		
un	㸪		chun2		
un	㹠		tun2		
un	坉		tun2		
un	庉		tun2		
un	彣		wun2		
un	忳		tun2		
un	忶		hun2		
un	汶		wun2		
un	沄		hun2		
un	沌		tun2		
un	芚		tun2		
un	俒		hun2		
un	拵		cun2		
un	窀		tun2		
un	紃		chun2		
un	陙		chun2		
un	紋	纹	wun2		
un	純	纯	chun2		
un	蚊		wun2		
un	㑮		hun2		
un	㑮		wun2		
un	䣩		chun2		
un	啍		tun2		
un	崘		lun2		
un	掄	抡	lun2		
un	梱	捆	wun2		
un	淳		chun2		
un	眴		rhun2		
un	脣	唇	chun2		
un	菕		lun2		
un	袸		cun2		
un	豘		tun2		
un	豚		tun2		
un	軘		tun2		
un	㡒		chun2		
un	堚		hun2		
un	渾	浑	hun2		
un	焞		chun2		
un	犉		rhun2		
un	雯		wun2		
un	飩	饨	tun2		
un	㨡		hun2		
un	楎		hun2		
un	滣		chun2		
un	煇		hun2		
un	琿	珲	hun2		
un	蒓		chun2		
un	魂		hun2		
un	㮯		hun2		
un	䰚		wun2		
un	䴷		hun2		
un	漘		chun2		
un	瘒		wun2		
un	聞	闻	wun2		
un	蓴	莼	chun2		
un	閩	闽	wun2		
un	馼		wun2		
un	醇		chun2		
un	鳼		wun2		
un	論	论	lun2		
un	䡣		hun2		
un	燉	炖	tun2		
un	螡		wun2		
un	錞		chun2		
un	閿	阌	wun2		
un	餛	馄	hun2		
un	䔚		chun2		
un	瞤		rhun2		
un	臀		tun2		
un	蟁		wun2		
un	闅		wun2		
un	餫		hun2		
un	鼤		wun2		
un	顐		hun2		
un	顐		wun2		
un	䮝		hun2		
un	蹲		cun2		
un	鶉	鹑	chun2		
un	黁		nun2		
un	鼲		hun2		
un	𡗥		chun2		
un	𡱂		tun2		
un	𢗋		chun2		
un	𢣒		hun2		
un	𣝂		hun2		
un	𤟤		hun2		
un	𤫭		tun2		
un	𥴫		tun2		
un	𦎧		chun2		
un	𦖫		wun2		
un	𦞠		tun2		
un	𦸌		hun2		
un	𧡡		hun2		
un	𨚲		cun2		
un	𩀋		rhun2		
un	𩪡		tun2		
un	𪎶		tun2		
un	丨		gun3		
un	寸		cun4		
un	勽		wun3		
un	刌		cun3		
un	伆		wun3		
un	刎		wun3		
un	忖		cun3		
un	吨		tun3		
un	吮		shun4		
un	吻		wun3		
un	囤		dun4		
un	困		kun4		
un	坉		dun4		
un	庉		dun4		
un	扽		dun4		
un	抆		wun3		
un	抆		wun4		
un	抐		nun4		
un	汶		wun4		
un	沌		dun4		
un	㶧		nun3		
un	俒		hun4		
un	盹		zhun4		
un	盾		dun4		
un	盾		shun4		
un	㤻		lun3		
un	䀢		shun4		
un	倱		hun4		
un	准		zhun3		
un	圂		hun4		
un	娩		wun4		
un	悃		kun3		
un	捘		zun4		
un	栫		zun4		
un	涃		kun4		
un	紊		wun4		
un	純	纯	zhun3		
un	莬		wun4		
un	衮		gun3		
un	偆		chun3		
un	問	问	wun4		
un	埻		zhun3		
un	惀		lun3		
un	惃		gun3		
un	惛		hun3		
un	惛		hun4		
un	掍		hun4		
un	梱	捆	kun3		
un	混		hun4		
un	焌		zun4		
un	眴		shun4		
un	脕		wun4		
un	袞	衮	gun3		
un	訰		zhun4		
un	㡒		dun4		
un	㾕		sun3		
un	媆		nun4		
un	巽		sun4		
un	揗		shun4		
un	揾		wun4		
un	敦		dun4		
un	棍		hun4		
un	渾	浑	hun4		
un	焜		hun4		
un	琯		gun4		
un	硱		kun3		
un	稇		kun3		
un	臶		zun4		
un	舜		shun4		
un	裍		kun3		
un	遁		dun4		
un	鈍	钝	dun4		
un	閏	闰	rhun4		
un	順	顺	shun4		
un	䃂		gun3		
un	䏰		rhun4		
un	壼		kun3		
un	惷	蠢	chun3		
un	損	损	sun3		
un	搵		wun4		
un	楯		shun4		
un	準	准	zhun3		
un	溣		lun4		
un	溷		hun4		
un	煇		hun4		
un	睔		gun4		
un	睔		hun4		
un	睔		lun3		
un	碖		lun3		
un	碖		lun4		
un	稕		zhun4		
un	絻		wun4		
un	腝		nun4		
un	蓘		gun3		
un	遜	逊	sun4		
un	閠		rhun4		
un	頓	顿	dun4		
un	㮯		hun4		
un	㴫		gun4		
un	僔		zun3		
un	僢		chun3		
un	嫩		nun4		
un	愻		sun4		
un	慁		hun4		
un	滾	滚	gun3		
un	畽		tun3		
un	睴		gun4		
un	睴		hun4		
un	緄	绲	gun3		
un	聞	闻	wun4		
un	遯		dun4		
un	䐏		chun3		
un	䚠		hun4		
un	噂		zun3		
un	撙		zun3		
un	潠		sun4		
un	潤	润	rhun4		
un	緷		gun3		
un	緷		hun4		
un	蕣		shun4		
un	蝡		rhun3		
un	諄	谆	zhun4		
un	輥	辊	gun3		
un	閫	阃	kun3		
un	論	论	lun4		
un	㒚		wun3		
un	䐣		sun3		
un	䑞		shun4		
un	璭		gun4		
un	瞚		shun4		
un	諢	诨	wun4		
un	賰		shun3		
un	踳		chun3		
un	錕	锟	gun3		
un	黗		tun3		
un	瞬		shun4		
un	鼤		wun4		
un	䔿		zun3		
un	謴		gun4		
un	顐		wun4		
un	鯀	鲧	gun3		
un	䫟		hun4		
un	穩	稳	wun3		
un	譐		zun3		
un	鬊		shun4		
un	䧰		hun4		
un	璺		wun4		
un	鐏		zun4		
un	鯶		hun4		
un	鶨		dun4		
un	蠢		chun3		
un	䭡		wun4		
un	齫		kun3		
un	䍎		cun4		
un	鱒	鳟	zun4		
un	𠟃		zun3		
un	𠹀		sun4		
un	𡁋		wun3		
un	𡈋		kun3		
un	𢧨		chun3		
un	𢩭		cun3		
un	𢾎		chun3		
un	𣏔		kun4		
un	𣯍		rhun3		
un	𤊯		tun3		
un	𥇜		zhun4		
un	𥫱		dun4		
un	𦃕		hun3		
un	𦚧		chun3		
un	𦝮		wun3		
un	𦠆		sun3		
un	𦪚		zun4		
un	𦮶		wun3		
un	𦽑		zhun4		
un	𧞢		gun3		
un	𧬪		gun4		
un	𨡫		hun4		
un	𩑔		kun3		
un	𩒱		kun4		
un	𩔂		dun4		
un	𩕧		sun4		
un	𩩌		gun3		
un	𩯄		zun4		
iun	君		jun1		
iun	均		jun1		
iun	夋		ciun1		
iun	汮		jun1		
iun	囷		qun1		
iun	郇		siun1		
iun	姰		siun1		
iun	峋		siun1		
iun	恂		siun1		
iun	洵		siun1		
iun	畇		siun1		
iun	荀		siun1		
iun	袀		jun1		
iun	軍	军	jun1		
iun	㰬		siun1		
iun	宭		jun1		
iun	峮		qun1		
iun	捘		ciun1		
iun	珣		siun1		
iun	莙		jun1		
iun	逡		ciun1		
iun	桾		jun1		
iun	焄		xun1		
iun	眴		siun1		
iun	㚃		yun1		
iun	勛	勋	xun1		
iun	皴		ciun1		
iun	竣		ciun1		
iun	葷	荤	xun1		
iun	蒀		yun1		
iun	鈞	钧	jun1		
iun	䇹		jun1		
iun	槆		siun1		
iun	煴		yun1		
iun	詢	询	siun1		
iun	跧		ziun1		
iun	僎		ziun1		
iun	氳	氲	yun1		
iun	熏		xun1		
iun	皸	皲	jun1		
iun	箘		qun1		
iun	箟		qun1		
iun	踆		ciun1		
iun	輑		qun1		
iun	㕙		ciun1		
iun	䡝		yun1		
iun	勲		xun1		
iun	墫	樽	ciun1		
iun	奫		yun1		
iun	嶟		ziun1		
iun	緼		yun1		
iun	蝹		yun1		
iun	遵		ziun1		
iun	勳	勋	xun1		
iun	頵		jun1		
iun	頵		yun1		
iun	麇		jun1		
iun	檈		siun1		
iun	獯		xun1		
iun	竴		ciun1		
iun	薰		xun1		
iun	曛		xun1		
iun	燻	熏	xun1		
iun	臐		xun1		
iun	馧		yun1		
iun	鮶		jun1		
iun	麏		jun1		
iun	蘊	蕴	yun1		
iun	贇		yun1		
iun	麕		jun1		
iun	纁		xun1		
iun	醺		xun1		
iun	鷷		ziun1		
iun	𠣟		ciun1		
iun	𡈋		qun1		
iun	𣓓		siun1		
iun	𥠺		yun1		
iun	𧋕		qun1		
iun	云		yun2		
iun	勻	匀	yun2		
iun	匀		yun2		
iun	巡		siun2		
iun	旬		siun2		
iun	㸪		siun2		
iun	囩		yun2		
iun	妘		yun2		
iun	沄		yun2		
iun	芸		yun2		
iun	侖	仑	liun2		
iun	昀		yun2		
iun	洵		siun2		
iun	畇		siun2		
iun	畇		yun2		
iun	紃		siun2		
iun	員	员	yun2		
iun	宭		qun2		
iun	帬		qun2		
iun	紜	纭	yun2		
iun	耘		yun2		
iun	耺		yun2		
iun	荺		yun2		
iun	陯		liun2		
iun	倫	伦	liun2		
iun	䢵		yun2		
iun	圇	囵	liun2		
iun	惀		liun2		
iun	掄	抡	liun2		
iun	淪	沦	liun2		
iun	䖲		siun2		
iun	循		siun2		
iun	揗		siun2		
iun	棆		liun2		
iun	裙		qun2		
iun	鄖	郧	yun2		
iun	雲	云	yun2		
iun	愪		yun2		
iun	楯		siun2		
iun	溳		yun2		
iun	筠		yun2		
iun	羣		qun2		
iun	群		qun2		
iun	裠		qun2		
iun	馴	驯	siun2		
iun	䈁		liun2		
iun	䑳		liun2		
iun	綸	纶	liun2		
iun	蜦		liun2		
iun	㽦		siun2		
iun	䋸		siun2		
iun	澐		yun2		
iun	蕓	芸	yun2		
iun	踚		liun2		
iun	論	论	liun2		
iun	輪	轮	liun2		
iun	橒		yun2		
iun	篔		yun2		
iun	縜		yun2		
iun	䉙		yun2		
iun	鯩		liun2		
iun	鷷		ciun2		
iun	灥		siun2		
iun	𠣙		siun2		
iun	𤸷		qun2		
iun	𦓷		yun2		
iun	𦔐		yun2		
iun	𧶊		yun2		
iun	𧾩		siun2		
iun	𪀠		siun2		
iun	𪔅		yun2		
iun	允		yun3		
iun	尹		yun3		
iun	迅		siun4		
iun	呁		jun4		
iun	夽		yun3		
iun	忶		yun4		
iun	抎		yun3		
iun	狁		yun3		
iun	侚	徇	siun4		
iun	玧		yun3		
iun	俊		ziun4		
iun	徇		siun4		
iun	貟		yun4		
iun	迿		siun4		
iun	郡		jun4		
iun	陖		siun4		
iun	員	员	yun4		
iun	埈		siun4		
iun	峻		siun4		
iun	捃		jun4		
iun	栒	旬	siun3		
iun	殉		siun4		
iun	浚		siun4		
iun	笋		siun3		
iun	荺		yun3		
iun	莙		jun4		
iun	訓	训	xun4		
iun	隼		siun3		
iun	㖥		jun4		
iun	奞		siun4		
iun	晙		siun4		
iun	晙		ziun4		
iun	焌		ziun4		
iun	菌		jun4		
iun	鄆	郓	yun4		
iun	㼱		ziun4		
iun	喗		yun3		
iun	惲	恽	yun3		
iun	愠		yun4		
iun	揾		yun3		
iun	畯		ziun4		
iun	窘		jun4		
iun	筍	笋	siun3		
iun	運	运	yun4		
iun	隕	陨	yun3		
iun	㻒		jun4		
iun	䪳		yun3		
iun	愪		yun3		
iun	慍	愠	yun4		
iun	溳		yun3		
iun	韵		yun4		
iun	暈	晕	yun4		
iun	䐃		jun4		
iun	僒		jun4		
iun	儁		ziun4		
iun	殞	殒	yun3		
iun	皸	皲	jun4		
iun	箘		jun4		
iun	耣		liun3		
iun	蔨		jun4		
iun	蜠		jun4		
iun	褞		yun3		
iun	馻		yun3		
iun	㕙		ziun4		
iun	䡝		yun3		
iun	䲰		yun4		
iun	寯		ziun4		
iun	磒		yun3		
iun	箰		siun3		
iun	緷		yun4		
iun	緼		yun3		
iun	緼		yun4		
iun	蕰		yun3		
iun	蕰		yun4		
iun	餕		ziun4		
iun	䝍		jun4		
iun	縕		yun4		
iun	賱		yun3		
iun	醖		yun3		
iun	醖		yun4		
iun	䚋		yun4		
iun	濬	浚	siun4		
iun	薰		xun4		
iun	醞	酝	yun3		
iun	醞	酝	yun4		
iun	餫		yun4		
iun	駿	骏	ziun4		
iun	䩵		yun4		
iun	簨		siun3		
iun	臐		xun4		
iun	藴		yun3		
iun	藴		yun4		
iun	霣		yun3		
iun	韗		yun4		
iun	韞	韫	yun3		
iun	鵕		siun4		
iun	䫟		yun3		
iun	攈		jun4		
iun	韻	韵	yun4		
iun	鵻		siun3		
iun	爋		xun4		
iun	鐼		xun4		
iun	鶤		yun4		
iun	齫		yun3		
iun	齳		yun3		
iun	𠣬		siun3		
iun	𡴞		yun3		
iun	𡺲		siun4		
iun	𢏤		siun4		
iun	𢓈		siun4		
iun	𣕍		siun3		
iun	𤮪		ziun4		
iun	𤸫		yun3		
iun	𤸫		yun4		
iun	𥯗		siun3		
iun	𦃢		qun3		
iun	𦓾		liun3		
iun	𧉃		yun3		
iun	𧡡		yun4		
iun	𧥺		jun4		
iun	𧱝		jun4		
iun	𧶊		yun4		
iun	𧸩		siun4		
iun	𧼐		qun3		
iun	𧼐		yun3		
iun	𪏚		yun3		
iun	𪕞		ziun4		
韻	字	簡化字	推導音	校正音	罕用標記	註
e	丿		pie1		
e	卩		zie1		
e	万		me1		
e	乇		zhe1		
e	夨		zhe1		
e	夨		lie1		
e	孑		je1		
e	孒		jue1		
e	孓		jue1		
e	㔹		le1		
e	仂		le1		
e	仄		zhe1		
e	厄		e1		
e	尐		ziue1		
e	曰		yue1		
e	月		yue1		
e	阞		le1		
e	切		cie1		
e	冊	册	che1		
e	厇		zhe1		
e	戉	钺	yue1		
e	戹		e1		
e	扐	仂	le1		
e	扒		bie1		
e	疒		ne1		
e	艻		le1		
e	北		be1		
e	决		jue1		
e	刖		yue1		
e	帇		nie1		
e	扤		yue1		
e	朸		le1		
e	氒		jue1		
e	玏		le1		
e	百		be1		
e	色		she1		
e	血		xue1		
e	阨	厄	e1		
e	列		lie1		
e	劣		liue1		
e	㘨		nie1		
e	伯		be1		
e	佉		qe1		
e	克		ke1		
e	别		bie1		
e	劫		je1		
e	吷		xue1		
e	呃		e1		
e	呐		niue1		
e	圼		nie1		
e	妜		yue1		
e	忑		te1		
e	忒		te1		
e	扼		e1		
e	抈		yue1		
e	抉		jue1		
e	抉		yue1		
e	杔		zhe1		
e	決	决	jue1		
e	決	决	xue1		
e	沏		cie1		
e	泐		le1		
e	芵		jue1		
e	阸		e1		
e	㚔		nie1		
e	㞽		xue1		
e	㧖		e1		
e	㭈		jue1		
e	㳁		zhe1		
e	㹤		qe1		
e	些		sie1		
e	佰		me1		
e	侐		xue1		
e	冽		lie1		
e	刻		ke1		
e	呝		e1		
e	呫		tie1		
e	呿		qe1		
e	咋		zhe1		
e	坹		xue1		
e	坼		che1		
e	妾		cie1		
e	帖		tie1		
e	怕		pe1		
e	怗		tie1		
e	怚		zie1		
e	怯		qe1		
e	戾		lie1		
e	抴	曳	ye1		
e	抾		qe1		
e	拆		che1		
e	拍		pe1		
e	昃		zhe1		
e	枂		yue1		
e	泄		sie1		
e	泧		xue1		
e	泧		yue1		
e	泬		xue1		
e	狘		xue1		
e	玥		yue1		
e	玦		jue1		
e	矺		zhe1		
e	竻		le1		
e	苶		nie1		
e	虱		she1		
e	衱		je1		
e	迦		je1		
e	迫		be1		
e	迮		zhe1		
e	陌		me1		
e	肋		le1		
e	㑙		die1		
e	㚛		xe1		
e	㢵		xe1		
e	㤠		lie1		
e	㰦		qe1		
e	㹮		me1		
e	㼟		be1		
e	䀗		jue1		
e	䆕		yue1		
e	侳		ziue1		
e	冒		me1		
e	則	则	ze1		
e	剋	克	ke1		
e	勀		ke1		
e	勊		ke1		
e	匧		qe1		
e	咥		die1		
e	咳		ke1		
e	姴		lie1		
e	客		ke1		
e	峉		e1		
e	帞		me1		
e	拮		je1		
e	拹		xe1		
e	拺		che1		
e	拺		she1		
e	拽		ye1		
e	挌	格	ge1		
e	挒		lie1		
e	敀		be1		
e	敀		pe1		
e	枼		ye1		
e	柏		be1		
e	柣		cie1		
e	柵	栅	che1		
e	洌		lie1		
e	洦		me1		
e	洦		pe1		
e	洫		xue1		
e	狊		jue1		
e	狊		xue1		
e	狤		je1		
e	珀		pe1		
e	疦		jue1		
e	疦		xue1		
e	砉		xue1		
e	砉		hue1		
e	胠		qe1		
e	脉		me1		
e	茖		ge1		
e	茢		lie1		
e	虴		zhe1		
e	迾		lie1		
e	革		ge1		
e	契		qe1		
e	咽		ye1		
e	㖏		nie1		
e	㛍		qe1		
e	㛍		xe1		
e	㛗		ciue1		
e	㡇		tie1		
e	㤲		qe1		
e	㦴		ge1		
e	㪾		ge1		
e	㼤		qe1		
e	㾀		qe1		
e	㿭		che1		
e	䏐		jue1		
e	䙷		de1		
e	哷		liue1		
e	唊		je1		
e	埒		liue1		
e	娎		xe1		
e	娔		ke1		
e	娧		yue1		
e	屑		sie1		
e	悅	悦	yue1		
e	悏		qe1		
e	挈		qe1		
e	捇		hue1		
e	捏		nie1		
e	栔		qe1		
e	栜		she1		
e	栢		be1		
e	栵		lie1		
e	格		ge1		
e	桔		je1		
e	欮		jue1		
e	殈		xue1		
e	浖		liue1		
e	浥		ye1		
e	浹	浃	zie1		
e	涅		nie1		
e	涉		die1		
e	烕		xue1		
e	畟		che1		
e	疶		sie1		
e	砝		je1		
e	窄		zhe1		
e	缺		que1		
e	罝		zie1		
e	脅	胁	xe1		
e	脈	脉	me1		
e	臬		ye1		
e	莂		bie1		
e	莢	荚	je1		
e	蚅		e1		
e	蚏		yue1		
e	蚗		jue1		
e	袓		zie1		
e	訐	讦	je1		
e	貣		te1		
e	軏		yue1		
e	鬲		ge1		
e	索		she1		
e	烈		lie1		
e	㖪		hue1		
e	㡋		ye1		
e	㢼		bie1		
e	㥁		de1		
e	㥂		te1		
e	㧹		te1		
e	㭩		liue1		
e	㭭		bie1		
e	㲕		liue1		
e	㸹		liue1		
e	㼪		zie1		
e	㾊		she1		
e	䅀		lie1		
e	䆝		xue1		
e	䋐		yue1		
e	䎀		xue1		
e	䟙		cie1		
e	偞		xe1		
e	偞		ye1		
e	偰		sie1		
e	側	侧	zhe1		
e	剨		hue1		
e	唬		gue1		
e	唳		lie1		
e	唼		zie1		
e	啞	哑	e1		
e	國	国	gue1		
e	埻		gue1		
e	婕		zie1		
e	得		de1		
e	徢		sie1		
e	惗		nie1		
e	捩		lie1		
e	掝		hue1		
e	接		zie1		
e	梜		je1		
e	楖		zhe1		
e	淁		cie1		
e	淂		de1		
e	淢		xue1		
e	焃		hue1		
e	焆		ye1		
e	焆		yue1		
e	焎		xe1		
e	眲		ne1		
e	眽		me1		
e	硅		hue1		
e	禼		sie1		
e	窒		die1		
e	笘		die1		
e	笧		che1		
e	笮		zhe1		
e	粖		mie1		
e	紲	绁	sie1		
e	脞		ciue1		
e	脟		liue1		
e	脦		te1		
e	舴		zhe1		
e	菍		nie1		
e	菨		zie1		
e	蚱		zhe1		
e	蛈		tie1		
e	袷		je1		
e	袹		me1		
e	袺		je1		
e	觖		jue1		
e	訣	诀	jue1		
e	責	责	zhe1		
e	赽		jue1		
e	趹		jue1		
e	跀		yue1		
e	軛	轭	e1		
e	郹		jue1		
e	鈒		she1		
e	閉	闭	bie1		
e	隉	陧	ye1		
e	雪		siue1		
e	雭		she1		
e	麥	麦	me1		
e	勒		le1		
e	捻		nie1		
e	匿		te1		
e	㔡		bie1		
e	㗊		zhe1		
e	㝣		ye1		
e	㞚		che1		
e	㥦		qe1		
e	㪑		ye1		
e	㰲		xue1		
e	㳻		she1		
e	㳻		zhe1		
e	㾜		qe1		
e	䀷		je1		
e	䀹		zie1		
e	䆢		yue1		
e	䒸		xue1		
e	䙽		xe1		
e	䛎		xue1		
e	䟠		xue1		
e	䢡		sie1		
e	䦑		xue1		
e	厥		jue1		
e	喀		ke1		
e	喋		die1		
e	嗟		zie1		
e	媟		sie1		
e	屟		sie1		
e	弽		xe1		
e	惪		de1		
e	惻	恻	che1		
e	愒		qe1		
e	愜	惬	qe1		
e	戢		zhe1		
e	掰		be1		
e	揑		nie1		
e	揢		ke1		
e	揭		je1		
e	揭		qe1		
e	揲		ye1		
e	揳		sie1		
e	敜		nie1		
e	敠		ciue1		
e	棏		zhe1		
e	椄		zie1		
e	殕		e1		
e	殗		ye1		
e	渫		sie1		
e	測	测	che1		
e	湀		que1		
e	湐		be1		
e	湨		jue1		
e	湱		hue1		
e	湼		nie1		
e	焱		xue1		
e	猰		qe1		
e	猲		xe1		
e	稄		zhe1		
e	策		che1		
e	粤		yue1		
e	絏		sie1		
e	結	结	je1		
e	絜		je1		
e	絟		ciue1		
e	絬		sie1		
e	聑		die1		
e	腌		ye1		
e	萴		zhe1		
e	蒫		zie1		
e	蛒		ge1		
e	蛚		lie1		
e	蛨		me1		
e	蛪		qe1		
e	蛭		die1		
e	衇		me1		
e	裓		ge1		
e	覕		mie1		
e	豟		e1		
e	貼	贴	tie1		
e	越		yue1		
e	跕		die1		
e	跕		tie1		
e	軶		e1		
e	鄓		ye1		
e	鈅		yue1		
e	鈌		jue1		
e	隔		ge1		
e	黑		he1		
e	葉	叶	ye1		
e	裂		lie1		
e	㓼		che1		
e	㣂		e1		
e	㥶		se1		
e	㨝		sie1		
e	㼲		lie1		
e	䁆		ye1		
e	䁇		me1		
e	䂸		gue1		
e	䇷		bie1		
e	䋢		bie1		
e	䋢		pie1		
e	䦈		zie1		
e	債	债	zhe1		
e	僁		sie1		
e	嗇	啬	she1		
e	嗋		xe1		
e	嗝		ge1		
e	嗼		me1		
e	嵲		ye1		
e	愶		xe1		
e	搣		mie1		
e	搤		e1		
e	搹		ge1		
e	暍		ye1		
e	楔		sie1		
e	楪		ye1		
e	楫		zie1		
e	業	业	ye1		
e	楶		zie1		
e	歇		xe1		
e	殜		ye1		
e	溹		she1		
e	滅	灭	mie1		
e	漷		hue1		
e	煠		ye1		
e	犑		jue1		
e	瑟		she1		
e	睪	睾	nie1		
e	睫		zie1		
e	矠		che1		
e	筴	策	che1		
e	筴	策	je1		
e	節	节	zie1		
e	粵	粤	yue1		
e	罨		ye1		
e	罬		jue1		
e	翜		she1		
e	蒛		que1		
e	蛶		liue1		
e	蛺	蛱	je1		
e	蛻	蜕	yue1		
e	蜐		je1		
e	蝍		zie1		
e	裛		ye1		
e	覛		me1		
e	觡		ge1		
e	詧		cie1		
e	詻	咯	e1		
e	貉		me1		
e	貊		me1		
e	趌		je1		
e	趔		lie1		
e	跲		je1		
e	鉆	钻	tie1		
e	鉞	钺	yue1		
e	鉣		je1		
e	靴		xue1		
e	飻		tie1		
e	馲		zhe1		
e	魝		je1		
e	塞		se1		
e	㒊		she1		
e	㔢		ziue1		
e	㗧		die1		
e	㗫		cie1		
e	㜘		zie1		
e	㝪		die1		
e	㡜		sie1		
e	㡜		siue1		
e	㥽		che1		
e	㥾		te1		
e	㨹		siue1		
e	䁋		xe1		
e	䅥		je1		
e	䈉		zie1		
e	䎨		ye1		
e	䎪		ne1		
e	䘷		bie1		
e	䘽		ye1		
e	䛟		lie1		
e	䞵		jue1		
e	䟹		liue1		
e	䦗		xue1		
e	䩞		die1		
e	䩞		tie1		
e	䫾		pie1		
e	䬂		xue1		
e	僣	僭	tie1		
e	劂		jue1		
e	劃	划	hue1		
e	厭	厌	ye1		
e	嘀		zhe1		
e	嘓		gue1		
e	嘖	啧	zhe1		
e	墄		ce1		
e	嫡		zhe1		
e	嫧		che1		
e	嫧		zhe1		
e	嫳		pie1		
e	寨		se1		
e	幗	帼	gue1		
e	幘	帻	zhe1		
e	愬		she1		
e	慖		gue1		
e	慝		te1		
e	摑	掴	gue1		
e	摘		zhe1		
e	摵		she1		
e	曄	晔	ye1		
e	曅		ye1		
e	朅		qe1		
e	榍		sie1		
e	槅		ge1		
e	歰		she1		
e	漍		gue1		
e	潎		pie1		
e	熁		xe1		
e	燁	烨	ye1		
e	瘥		zie1		
e	瞁		xue1		
e	綟		lie1		
e	緁		cie1		
e	緎		xue1		
e	聝		gue1		
e	膈		ge1		
e	蔑		mie1		
e	蜨		sie1		
e	蜺	霓	ye1		
e	褉		xe1		
e	赫		he1		
e	踂		nie1		
e	鉻	铬	ge1		
e	銆		me1		
e	銕		tie1		
e	駃		jue1		
e	魄		pe1		
e	魥		qe1		
e	說	说	yue1		
e	㦎		hue1		
e	㩇		hue1		
e	㱳		me1		
e	㴽		sie1		
e	䈎		ye1		
e	䑜		tie1		
e	䓲		yue1		
e	䙄		che1		
e	䦝		hue1		
e	䧨		ye1		
e	嘿		he1		
e	噎		ye1		
e	墨		me1		
e	屧		sie1		
e	巤		lie1		
e	德		de1		
e	慹		nie1		
e	憋		bie1		
e	憋		pie1		
e	憡		che1		
e	憰		jue1		
e	撅		jue1		
e	撆		pie1		
e	暬		nie1		
e	暼		pie1		
e	槷		ye1		
e	潏		jue1		
e	潔	洁	je1		
e	潶		he1		
e	澁		she1		
e	濈		zhe1		
e	熭		yue1		
e	獗		jue1		
e	獦		lie1		
e	瘚		jue1		
e	皛		pe1		
e	皣		ye1		
e	瞱		ye1		
e	磔		zhe1		
e	篋	箧	qe1		
e	緙	缂	ke1		
e	緤		sie1		
e	羯		je1		
e	膕		gue1		
e	艒		me1		
e	蕝		ziue1		
e	蕨		jue1		
e	蕺		zhe1		
e	虢		gue1		
e	蝨	虱	she1		
e	蝶		tie1		
e	諎		zhe1		
e	諕		hue1		
e	踥		cie1		
e	鄴	邺	ye1		
e	鋏	铗	je1		
e	鋝	锊	liue1		
e	鋱	铽	te1		
